template_code,template_name,field_order,field_key,field_label,field_type,required,field_group,default_value,note,trial_value_present,trial_value,human_confirmation_required,review_focus
JL-7.6-01,测量不确定度适用性评审记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.6-01,测量不确定度适用性评审记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-7.6-01,测量不确定度适用性评审记录,12,specific_01_c76229f9,结果类型,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：结果类型待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.6-01,测量不确定度适用性评审记录,13,specific_02_5a08e027,贡献来源,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：贡献来源待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.6-01,测量不确定度适用性评审记录,14,specific_03_7d319b55,评定方法,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：评定方法待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.6-01,测量不确定度适用性评审记录,15,specific_04_b7d38014,适用边界,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：适用边界待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.6-01,测量不确定度适用性评审记录,16,specific_05_76fcd9cd,报告要求,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：报告要求待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.7-01,结果有效性监控计划与评价记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-7.7-01-20260707-001,yes,候选字段需文件管理员确认
JL-7.7-01,结果有效性监控计划与评价记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,结果有效性监控计划与评价记录,yes,候选字段需文件管理员确认
JL-7.7-01,结果有效性监控计划与评价记录,3,applicable_clause,适用条款,text,yes,common,7.7,候选模板通用字段，正式启用前需由文件管理员确认。,yes,7.7,yes,候选字段需文件管理员确认
JL-7.7-01,结果有效性监控计划与评价记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-15-2022；XZTC/CX-16-2022；XZTC/CX-30-2022；XZTC/CX-34-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-15-2022；XZTC/CX-16-2022；XZTC/CX-30-2022；XZTC/CX-34-2022,yes,候选字段需文件管理员确认
JL-7.7-01,结果有效性监控计划与评价记录,5,responsible_position,填写责任,text,yes,common,技术负责人/质量负责人,候选模板通用字段，正式启用前需由文件管理员确认。,yes,技术负责人/质量负责人,yes,候选字段需文件管理员确认
JL-7.7-01,结果有效性监控计划与评价记录,6,trigger_time,形成时机,text,yes,common,年度策划、质控活动后,候选模板通用字段，正式启用前需由文件管理员确认。,yes,年度策划、质控活动后,yes,候选字段需文件管理员确认
JL-7.7-01,结果有效性监控计划与评价记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.7-01,结果有效性监控计划与评价记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.7-01,结果有效性监控计划与评价记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.7-01,结果有效性监控计划与评价记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.7-01,结果有效性监控计划与评价记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-7.7-01,结果有效性监控计划与评价记录,12,specific_01_e8513e4d,监控方式,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：监控方式待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.7-01,结果有效性监控计划与评价记录,13,specific_02_e1668a04,频次,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：频次待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.7-01,结果有效性监控计划与评价记录,14,specific_03_1a26633d,准则,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：准则待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.7-01,结果有效性监控计划与评价记录,15,specific_04_0a2c91ce,结果,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：结果待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.7-01,结果有效性监控计划与评价记录,16,specific_05_5caf2793,异常,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：异常待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.7-01,结果有效性监控计划与评价记录,17,specific_06_d8e38b5f,改进,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：改进待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.8-01,报告复核与授权签发记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-7.8-01-20260707-001,yes,候选字段需文件管理员确认
JL-7.8-01,报告复核与授权签发记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,报告复核与授权签发记录,yes,候选字段需文件管理员确认
JL-7.8-01,报告复核与授权签发记录,3,applicable_clause,适用条款,text,yes,common,7.8,候选模板通用字段，正式启用前需由文件管理员确认。,yes,7.8,yes,候选字段需文件管理员确认
JL-7.8-01,报告复核与授权签发记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-06-2022；XZTC/CX-26-2022；XZTC/CX-29-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-06-2022；XZTC/CX-26-2022；XZTC/CX-29-2022,yes,候选字段需文件管理员确认
JL-7.8-01,报告复核与授权签发记录,5,responsible_position,填写责任,text,yes,common,复核人/授权签字人,候选模板通用字段，正式启用前需由文件管理员确认。,yes,复核人/授权签字人,yes,候选字段需文件管理员确认
JL-7.8-01,报告复核与授权签发记录,6,trigger_time,形成时机,text,yes,common,报告发布前、报告修订时,候选模板通用字段，正式启用前需由文件管理员确认。,yes,报告发布前、报告修订时,yes,候选字段需文件管理员确认
JL-7.8-01,报告复核与授权签发记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.8-01,报告复核与授权签发记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.8-01,报告复核与授权签发记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.8-01,报告复核与授权签发记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.8-01,报告复核与授权签发记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-7.8-01,报告复核与授权签发记录,12,specific_01_19e2e278,报告编号,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：报告编号待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.8-01,报告复核与授权签发记录,13,specific_02_5762b9c8,复核项,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：复核项待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.8-01,报告复核与授权签发记录,14,specific_03_2fb49eec,问题,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：问题待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.8-01,报告复核与授权签发记录,15,specific_04_32b3f16d,结论,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：结论待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.8-01,报告复核与授权签发记录,16,specific_05_1c31fbd8,授权人,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：授权人待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.9-01,投诉处理记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-7.9-01-20260707-001,yes,候选字段需文件管理员确认
JL-7.9-01,投诉处理记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,投诉处理记录,yes,候选字段需文件管理员确认
JL-7.9-01,投诉处理记录,3,applicable_clause,适用条款,text,yes,common,7.9,候选模板通用字段，正式启用前需由文件管理员确认。,yes,7.9,yes,候选字段需文件管理员确认
JL-7.9-01,投诉处理记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-14-2022；XZTC/CX-15-2022；XZTC/CX-16-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-14-2022；XZTC/CX-15-2022；XZTC/CX-16-2022,yes,候选字段需文件管理员确认
JL-7.9-01,投诉处理记录,5,responsible_position,填写责任,text,yes,common,质量负责人,候选模板通用字段，正式启用前需由文件管理员确认。,yes,质量负责人,yes,候选字段需文件管理员确认
JL-7.9-01,投诉处理记录,6,trigger_time,形成时机,text,yes,common,投诉接收至关闭全过程,候选模板通用字段，正式启用前需由文件管理员确认。,yes,投诉接收至关闭全过程,yes,候选字段需文件管理员确认
JL-7.9-01,投诉处理记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.9-01,投诉处理记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.9-01,投诉处理记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.9-01,投诉处理记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.9-01,投诉处理记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-7.9-01,投诉处理记录,12,specific_01_00472167,投诉内容,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：投诉内容待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.9-01,投诉处理记录,13,specific_02_b56d9ac6,确认,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：确认待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.9-01,投诉处理记录,14,specific_03_9e17115d,调查,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：调查待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.9-01,投诉处理记录,15,specific_04_1375012f,决定,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：决定待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.9-01,投诉处理记录,16,specific_05_ffc78509,回复,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：回复待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.9-01,投诉处理记录,17,specific_06_6c14bd7f,关闭,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：关闭待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.10-01,不符合工作影响评价与恢复授权记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-7.10-01-20260707-001,yes,候选字段需文件管理员确认
JL-7.10-01,不符合工作影响评价与恢复授权记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,不符合工作影响评价与恢复授权记录,yes,候选字段需文件管理员确认
JL-7.10-01,不符合工作影响评价与恢复授权记录,3,applicable_clause,适用条款,text,yes,common,7.10,候选模板通用字段，正式启用前需由文件管理员确认。,yes,7.10,yes,候选字段需文件管理员确认
JL-7.10-01,不符合工作影响评价与恢复授权记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-15-2022；XZTC/CX-16-2022；XZTC/CX-32-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-15-2022；XZTC/CX-16-2022；XZTC/CX-32-2022,yes,候选字段需文件管理员确认
JL-7.10-01,不符合工作影响评价与恢复授权记录,5,responsible_position,填写责任,text,yes,common,质量负责人/技术负责人,候选模板通用字段，正式启用前需由文件管理员确认。,yes,质量负责人/技术负责人,yes,候选字段需文件管理员确认
JL-7.10-01,不符合工作影响评价与恢复授权记录,6,trigger_time,形成时机,text,yes,common,不符合发生、处置和恢复时,候选模板通用字段，正式启用前需由文件管理员确认。,yes,不符合发生、处置和恢复时,yes,候选字段需文件管理员确认
JL-7.10-01,不符合工作影响评价与恢复授权记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.10-01,不符合工作影响评价与恢复授权记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.10-01,不符合工作影响评价与恢复授权记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.10-01,不符合工作影响评价与恢复授权记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.10-01,不符合工作影响评价与恢复授权记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-7.10-01,不符合工作影响评价与恢复授权记录,12,specific_01_cb98816f,不符合描述,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：不符合描述待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.10-01,不符合工作影响评价与恢复授权记录,13,specific_02_aaabff1b,影响范围,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：影响范围待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.10-01,不符合工作影响评价与恢复授权记录,14,specific_03_569b1741,措施,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：措施待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.10-01,不符合工作影响评价与恢复授权记录,15,specific_04_25b80462,客户通知,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：客户通知待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.10-01,不符合工作影响评价与恢复授权记录,16,specific_05_8a6ef834,恢复授权,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：恢复授权待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.11-01,电子表格/软件适用性确认记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-7.11-01-20260707-001,yes,候选字段需文件管理员确认
JL-7.11-01,电子表格/软件适用性确认记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,电子表格/软件适用性确认记录,yes,候选字段需文件管理员确认
JL-7.11-01,电子表格/软件适用性确认记录,3,applicable_clause,适用条款,text,yes,common,7.11,候选模板通用字段，正式启用前需由文件管理员确认。,yes,7.11,yes,候选字段需文件管理员确认
JL-7.11-01,电子表格/软件适用性确认记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-08-2022；XZTC/CX-19-2022；XZTC/CX-26-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-08-2022；XZTC/CX-19-2022；XZTC/CX-26-2022,yes,候选字段需文件管理员确认
JL-7.11-01,电子表格/软件适用性确认记录,5,responsible_position,填写责任,text,yes,common,技术负责人/文件管理员,候选模板通用字段，正式启用前需由文件管理员确认。,yes,技术负责人/文件管理员,yes,候选字段需文件管理员确认
JL-7.11-01,电子表格/软件适用性确认记录,6,trigger_time,形成时机,text,yes,common,模板或软件投入使用及变更前,候选模板通用字段，正式启用前需由文件管理员确认。,yes,模板或软件投入使用及变更前,yes,候选字段需文件管理员确认
JL-7.11-01,电子表格/软件适用性确认记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.11-01,电子表格/软件适用性确认记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.11-01,电子表格/软件适用性确认记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.11-01,电子表格/软件适用性确认记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-7.11-01,电子表格/软件适用性确认记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-7.11-01,电子表格/软件适用性确认记录,12,specific_01_1be7ae4f,名称,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：名称待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.11-01,电子表格/软件适用性确认记录,13,specific_02_7c49c8f2,用途,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：用途待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.11-01,电子表格/软件适用性确认记录,14,specific_03_989d1aff,版本,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：版本待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.11-01,电子表格/软件适用性确认记录,15,specific_04_148da7ca,验证方法,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：验证方法待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.11-01,电子表格/软件适用性确认记录,16,specific_05_560165a6,权限,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：权限待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.11-01,电子表格/软件适用性确认记录,17,specific_06_2aadd3e0,备份,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：备份待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-7.11-01,电子表格/软件适用性确认记录,18,specific_07_32b3f16d,结论,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：结论待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-8.3-01,文件修订评审与发布记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-8.3-01-20260707-001,yes,候选字段需文件管理员确认
JL-8.3-01,文件修订评审与发布记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,文件修订评审与发布记录,yes,候选字段需文件管理员确认
JL-8.3-01,文件修订评审与发布记录,3,applicable_clause,适用条款,text,yes,common,8.3,候选模板通用字段，正式启用前需由文件管理员确认。,yes,8.3,yes,候选字段需文件管理员确认
JL-8.3-01,文件修订评审与发布记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-08-2022；XZTC/CX-26-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-08-2022；XZTC/CX-26-2022,yes,候选字段需文件管理员确认
JL-8.3-01,文件修订评审与发布记录,5,responsible_position,填写责任,text,yes,common,文件管理员/质量负责人,候选模板通用字段，正式启用前需由文件管理员确认。,yes,文件管理员/质量负责人,yes,候选字段需文件管理员确认
JL-8.3-01,文件修订评审与发布记录,6,trigger_time,形成时机,text,yes,common,文件编制、修订、废止时,候选模板通用字段，正式启用前需由文件管理员确认。,yes,文件编制、修订、废止时,yes,候选字段需文件管理员确认
JL-8.3-01,文件修订评审与发布记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-8.3-01,文件修订评审与发布记录,8,storage_location,保存位置,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-8.3-01,文件修订评审与发布记录,9,retention_period,保存期限,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-8.3-01,文件修订评审与发布记录,10,confidentiality_level,保密等级,select,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
JL-8.3-01,文件修订评审与发布记录,11,correction_rule,更正规则,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD,yes,候选字段需文件管理员确认
JL-8.3-01,文件修订评审与发布记录,12,specific_01_647a5da0,文件编号,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：文件编号待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-8.3-01,文件修订评审与发布记录,13,specific_02_91cd39b0,修订原因,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：修订原因待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-8.3-01,文件修订评审与发布记录,14,specific_03_899a6650,评审意见,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：评审意见待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-8.3-01,文件修订评审与发布记录,15,specific_04_62e26d21,批准,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：批准待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-8.3-01,文件修订评审与发布记录,16,specific_05_ebab5d4e,发放,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：发放待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-8.3-01,文件修订评审与发布记录,17,specific_06_feeb19ac,作废,text,yes,specific,,来自候选记录模板清单的关键字段，需与现用表单或试填结果复核。,yes,模拟：作废待按真实业务填写。,yes,需过程负责人确认字段含义和现用表单一致性
JL-8.4-01,记录归档与借阅记录,1,record_number,记录编号,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,SIM-JL-8.4-01-20260707-001,yes,候选字段需文件管理员确认
JL-8.4-01,记录归档与借阅记录,2,record_name,记录名称,text,yes,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,记录归档与借阅记录,yes,候选字段需文件管理员确认
JL-8.4-01,记录归档与借阅记录,3,applicable_clause,适用条款,text,yes,common,8.4,候选模板通用字段，正式启用前需由文件管理员确认。,yes,8.4,yes,候选字段需文件管理员确认
JL-8.4-01,记录归档与借阅记录,4,related_procedure,关联程序,text,yes,common,XZTC/CX-06-2022；XZTC/CX-19-2022；XZTC/CX-26-2022,候选模板通用字段，正式启用前需由文件管理员确认。,yes,XZTC/CX-06-2022；XZTC/CX-19-2022；XZTC/CX-26-2022,yes,候选字段需文件管理员确认
JL-8.4-01,记录归档与借阅记录,5,responsible_position,填写责任,text,yes,common,文件管理员,候选模板通用字段，正式启用前需由文件管理员确认。,yes,文件管理员,yes,候选字段需文件管理员确认
JL-8.4-01,记录归档与借阅记录,6,trigger_time,形成时机,text,yes,common,记录归档、查阅、借阅和销毁时,候选模板通用字段，正式启用前需由文件管理员确认。,yes,记录归档、查阅、借阅和销毁时,yes,候选字段需文件管理员确认
JL-8.4-01,记录归档与借阅记录,7,reviewer,复核/批准,text,no,common,,候选模板通用字段，正式启用前需由文件管理员确认。,yes,待人工确认,yes,需确认保存/保密/签核规则；试填值仍为待确认；候选字段需文件管理员确认
