task_id,gate_id,task_group,object_code,object_name,owner_role,current_status,source_path,human_action,evidence_to_check,blocking_if_unresolved,not_real_record
TRN-016-R01,GR-07,staff_learning_task,TRN-016,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-016-R02,GR-07,staff_learning_task,TRN-016,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-016-R03,GR-07,staff_learning_task,TRN-016,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-017-R01,GR-07,staff_learning_task,TRN-017,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-017-R02,GR-07,staff_learning_task,TRN-017,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-017-R03,GR-07,staff_learning_task,TRN-017,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-018-R01,GR-07,staff_learning_task,TRN-018,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-018-R02,GR-07,staff_learning_task,TRN-018,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-018-R03,GR-07,staff_learning_task,TRN-018,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-019-R01,GR-07,staff_learning_task,TRN-019,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-019-R02,GR-07,staff_learning_task,TRN-019,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-019-R03,GR-07,staff_learning_task,TRN-019,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-020-R01,GR-07,staff_learning_task,TRN-020,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-020-R02,GR-07,staff_learning_task,TRN-020,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-020-R03,GR-07,staff_learning_task,TRN-020,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-021-R01,GR-07,staff_learning_task,TRN-021,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-021-R02,GR-07,staff_learning_task,TRN-021,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-021-R03,GR-07,staff_learning_task,TRN-021,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-022-R01,GR-07,staff_learning_task,TRN-022,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-022-R02,GR-07,staff_learning_task,TRN-022,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-022-R03,GR-07,staff_learning_task,TRN-022,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-023-R01,GR-07,staff_learning_task,TRN-023,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-023-R02,GR-07,staff_learning_task,TRN-023,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-023-R03,GR-07,staff_learning_task,TRN-023,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-024-R01,GR-07,staff_learning_task,TRN-024,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-024-R02,GR-07,staff_learning_task,TRN-024,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-024-R03,GR-07,staff_learning_task,TRN-024,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-025-R01,GR-07,staff_learning_task,TRN-025,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-025-R02,GR-07,staff_learning_task,TRN-025,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-025-R03,GR-07,staff_learning_task,TRN-025,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-026-R01,GR-07,staff_learning_task,TRN-026,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-026-R02,GR-07,staff_learning_task,TRN-026,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-026-R03,GR-07,staff_learning_task,TRN-026,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-027-R01,GR-07,staff_learning_task,TRN-027,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-027-R02,GR-07,staff_learning_task,TRN-027,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-027-R03,GR-07,staff_learning_task,TRN-027,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-028-R01,GR-07,staff_learning_task,TRN-028,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-028-R02,GR-07,staff_learning_task,TRN-028,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-028-R03,GR-07,staff_learning_task,TRN-028,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-029-R01,GR-07,staff_learning_task,TRN-029,候选记录模板填写与更正规则,对应过程填写人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-029-R02,GR-07,staff_learning_task,TRN-029,候选记录模板填写与更正规则,复核人员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
TRN-029-R03,GR-07,staff_learning_task,TRN-029,候选记录模板填写与更正规则,文件管理员,closed,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,确认该岗位学习任务是否适用、是否发布前必须完成，以及需要收集哪些证据。,模板填写说明、试填反馈、签核与保存规则确认,no,yes
Q-001,GR-08,comprehension_question,质量手册,第五版候选稿目前能否直接替代第四版？,质量负责人；文件管理员；相关过程负责人,closed,staff_training_implementation_pack/03-理解确认题库.csv,确认该题是否保留，并记录人员理解确认方式。,应回答不能；需人工评审、批准、生效、发放、宣贯和旧版作废。,no,yes
Q-002,GR-08,comprehension_question,资质状态,手册和培训材料中 CNAS 状态应如何表述？,质量负责人；文件管理员；相关过程负责人,closed,staff_training_implementation_pack/03-理解确认题库.csv,确认该题是否保留，并记录人员理解确认方式。,应回答已取得 CMA，CNAS 申请中；不得写已取得 CNAS。,no,yes
Q-003,GR-08,comprehension_question,程序目录,当前程序目录基线是什么？,质量负责人；文件管理员；相关过程负责人,closed,staff_training_implementation_pack/03-理解确认题库.csv,确认该题是否保留，并记录人员理解确认方式。,应回答以 LIMS 当前导出的 2022 程序清单为现行目录。,no,yes
Q-004,GR-08,comprehension_question,05-02,XZTC/CX-05-02-2022 当前为什么不能直接当普通程序发布？,质量负责人；文件管理员；相关过程负责人,closed,staff_training_implementation_pack/03-理解确认题库.csv,确认该题是否保留，并记录人员理解确认方式。,应回答其为编号附件/表单归属待判定项，需确认是程序附件、记录模板或其他处置。,no,yes
Q-005,GR-08,comprehension_question,记录模板,候选记录模板启用前至少要确认哪些字段问题？,质量负责人；文件管理员；相关过程负责人,closed,staff_training_implementation_pack/03-理解确认题库.csv,确认该题是否保留，并记录人员理解确认方式。,应回答字段含义、必填性、填写责任、复核、保存期限、保密等级和更正规则。,no,yes
Q-006,GR-08,comprehension_question,模拟试填,全量试填样表是否可以作为真实运行记录？,质量负责人；文件管理员；相关过程负责人,closed,staff_training_implementation_pack/03-理解确认题库.csv,确认该题是否保留，并记录人员理解确认方式。,应回答不能；带 SIMULATED_TRIAL_NOT_REAL_RECORD 标识。,no,yes
Q-007,GR-08,comprehension_question,质量手册修订,XZTC/SC 第五版候选稿为什么不能按新增同编号草稿直接写入？,质量负责人；文件管理员；相关过程负责人,closed,staff_training_implementation_pack/03-理解确认题库.csv,确认该题是否保留，并记录人员理解确认方式。,应回答 LIMS 已存在同编号 published 受控文件，应走既有文件修订/换版路径。,no,yes
Q-008,GR-08,comprehension_question,受控发布,文件批准后还需留下哪些发布证据？,质量负责人；文件管理员；相关过程负责人,closed,staff_training_implementation_pack/03-理解确认题库.csv,确认该题是否保留，并记录人员理解确认方式。,应回答审批签核、发放范围、培训宣贯、旧版作废回收、实施有效性检查等。,no,yes
Q-009,GR-08,comprehension_question,jewelry-qms,jewelry-qms 当前可否写入质量手册正文作为正式系统？,质量负责人；文件管理员；相关过程负责人,closed,staff_training_implementation_pack/03-理解确认题库.csv,确认该题是否保留，并记录人员理解确认方式。,应回答不能；目前只进入实施计划、试运行和治理准备材料。,no,yes
Q-010,GR-08,comprehension_question,LIMS 命令,真实 apply 的前置条件是什么？,质量负责人；文件管理员；相关过程负责人,closed,staff_training_implementation_pack/03-理解确认题库.csv,确认该题是否保留，并记录人员理解确认方式。,应回答需人工评审包全部通过、ack、相关包校验通过和用户明确授权。,no,yes
Q-011,GR-08,comprehension_question,电子记录,LIMS/电子记录投入使用前应确认哪些方面？,质量负责人；文件管理员；相关过程负责人,closed,staff_training_implementation_pack/03-理解确认题库.csv,确认该题是否保留，并记录人员理解确认方式。,应回答权限、审计追踪、备份恢复、数据完整性、适用性确认和更正留痕。,no,yes
Q-012,GR-08,comprehension_question,问题反馈,发现候选稿或模板问题时应如何回填？,质量负责人；文件管理员；相关过程负责人,closed,staff_training_implementation_pack/03-理解确认题库.csv,确认该题是否保留，并记录人员理解确认方式。,应回答先进入反馈/决策预览，不直接改受控文件或写库。,no,yes
FB-001,GR-09,feedback_closure,第五版候选手册正文事实错误或职责不匹配,10-质量手册第五版候选稿.md,待人工分配,closed,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,填写 proposed_change、human_decision 和 review_comment，必要时联动修订包。,,no,yes
FB-002,GR-09,feedback_closure,第四版到第五版修订说明需补充,11-第四版到第五版候选修订说明.md,待人工分配,closed,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,填写 proposed_change、human_decision 和 review_comment，必要时联动修订包。,,no,yes
FB-003,GR-09,feedback_closure,2022 程序目录或 05-02 归属有疑问,12-支持性程序目录-2022版.md,待人工分配,closed,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,填写 proposed_change、human_decision 和 review_comment，必要时联动修订包。,,no,yes
FB-004,GR-09,feedback_closure,候选记录模板字段需新增/删除/改名,record_template_field_catalog/02-字段级明细.csv,待人工分配,closed,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,填写 proposed_change、human_decision 和 review_comment，必要时联动修订包。,,no,yes
FB-005,GR-09,feedback_closure,保存期限、保密等级或保存位置待确认,record_template_field_catalog/02-字段级明细.csv,待人工分配,closed,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,填写 proposed_change、human_decision 和 review_comment，必要时联动修订包。,,no,yes
FB-006,GR-09,feedback_closure,质量手册修订/换版路径需调整,manual_revision_path_pack/04-人工决策闸门.csv,待人工分配,closed,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,填写 proposed_change、human_decision 和 review_comment，必要时联动修订包。,,no,yes
FB-007,GR-09,feedback_closure,受控发布、培训或旧版处置安排需调整,controlled_release_rehearsal/03-培训宣贯演练清单.csv,待人工分配,closed,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,填写 proposed_change、human_decision 和 review_comment，必要时联动修订包。,,no,yes
FB-008,GR-09,feedback_closure,jewelry-qms 试运行边界或系统字段需调整,14-jewelry-qms实施计划与验证方案.md,待人工分配,closed,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,填写 proposed_change、human_decision 和 review_comment，必要时联动修订包。,,no,yes
WRITE-PREVIEW-REVIEW,GR-10,write_preview_review,phase1,第一阶段 documents/record_form_templates/qms_sources 行级预览,系统管理员/文件管理员/质量负责人,closed,lims_write_preview_package/write_preview_manifest.json,逐表确认预览动作是否符合受控文件和记录模板导入预期。,46/47 号报告、write_preview_manifest.json 和三张预览 CSV,no,yes
STG2-BLOCK-001,GR-11,stage2_structured_review,manual_v5_candidate_4_1,manual_v5_candidate_4_1,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-002,GR-11,stage2_structured_review,manual_v5_candidate_4_2,manual_v5_candidate_4_2,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-003,GR-11,stage2_structured_review,manual_v5_candidate_5,manual_v5_candidate_5,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-004,GR-11,stage2_structured_review,manual_v5_candidate_6_1,manual_v5_candidate_6_1,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-005,GR-11,stage2_structured_review,manual_v5_candidate_6_2,manual_v5_candidate_6_2,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-006,GR-11,stage2_structured_review,manual_v5_candidate_6_3,manual_v5_candidate_6_3,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-007,GR-11,stage2_structured_review,manual_v5_candidate_6_4,manual_v5_candidate_6_4,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-008,GR-11,stage2_structured_review,manual_v5_candidate_6_5,manual_v5_candidate_6_5,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-009,GR-11,stage2_structured_review,manual_v5_candidate_6_6,manual_v5_candidate_6_6,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-010,GR-11,stage2_structured_review,manual_v5_candidate_7_1,manual_v5_candidate_7_1,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-011,GR-11,stage2_structured_review,manual_v5_candidate_7_2,manual_v5_candidate_7_2,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-012,GR-11,stage2_structured_review,manual_v5_candidate_7_3,manual_v5_candidate_7_3,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-013,GR-11,stage2_structured_review,manual_v5_candidate_7_4,manual_v5_candidate_7_4,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-014,GR-11,stage2_structured_review,manual_v5_candidate_7_5,manual_v5_candidate_7_5,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-015,GR-11,stage2_structured_review,manual_v5_candidate_7_6,manual_v5_candidate_7_6,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-016,GR-11,stage2_structured_review,manual_v5_candidate_7_7,manual_v5_candidate_7_7,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-017,GR-11,stage2_structured_review,manual_v5_candidate_7_8,manual_v5_candidate_7_8,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-018,GR-11,stage2_structured_review,manual_v5_candidate_7_9,manual_v5_candidate_7_9,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-019,GR-11,stage2_structured_review,manual_v5_candidate_7_10,manual_v5_candidate_7_10,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-020,GR-11,stage2_structured_review,manual_v5_candidate_7_11,manual_v5_candidate_7_11,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-021,GR-11,stage2_structured_review,manual_v5_candidate_8_1,manual_v5_candidate_8_1,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-022,GR-11,stage2_structured_review,manual_v5_candidate_8_2,manual_v5_candidate_8_2,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-023,GR-11,stage2_structured_review,manual_v5_candidate_8_3,manual_v5_candidate_8_3,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-024,GR-11,stage2_structured_review,manual_v5_candidate_8_4,manual_v5_candidate_8_4,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-025,GR-11,stage2_structured_review,manual_v5_candidate_8_5,manual_v5_candidate_8_5,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-026,GR-11,stage2_structured_review,manual_v5_candidate_8_6,manual_v5_candidate_8_6,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-027,GR-11,stage2_structured_review,manual_v5_candidate_8_7,manual_v5_candidate_8_7,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
STG2-BLOCK-028,GR-11,stage2_structured_review,manual_v5_candidate_8_8,manual_v5_candidate_8_8,质量负责人/技术负责人/文件管理员,closed,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,填写 proposed_human_decision 和 review_comment，确认链接保留、修订或移除。,确认条款块标题、类型、排序、来源和后续生效条件。,no,yes
