closure_item_id,source_task_id,gate_id,task_group,object_code,object_name,owner_role,source_current_status,proposed_closure_status,evidence_reference,closure_comment,reviewer,review_date,closure_result,blocks_apply,not_imported,not_real_record
GC-0174,TRN-014-R02,GR-07,staff_learning_task,TRN-014,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-174,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0175,TRN-014-R03,GR-07,staff_learning_task,TRN-014,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-175,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0176,TRN-015-R01,GR-07,staff_learning_task,TRN-015,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-176,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0177,TRN-015-R02,GR-07,staff_learning_task,TRN-015,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-177,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0178,TRN-015-R03,GR-07,staff_learning_task,TRN-015,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-178,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0179,TRN-016-R01,GR-07,staff_learning_task,TRN-016,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-179,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0180,TRN-016-R02,GR-07,staff_learning_task,TRN-016,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-180,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0181,TRN-016-R03,GR-07,staff_learning_task,TRN-016,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-181,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0182,TRN-017-R01,GR-07,staff_learning_task,TRN-017,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-182,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0183,TRN-017-R02,GR-07,staff_learning_task,TRN-017,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-183,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0184,TRN-017-R03,GR-07,staff_learning_task,TRN-017,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-184,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0185,TRN-018-R01,GR-07,staff_learning_task,TRN-018,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-185,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0186,TRN-018-R02,GR-07,staff_learning_task,TRN-018,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-186,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0187,TRN-018-R03,GR-07,staff_learning_task,TRN-018,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-187,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0188,TRN-019-R01,GR-07,staff_learning_task,TRN-019,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-188,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0189,TRN-019-R02,GR-07,staff_learning_task,TRN-019,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-189,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0190,TRN-019-R03,GR-07,staff_learning_task,TRN-019,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-190,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0191,TRN-020-R01,GR-07,staff_learning_task,TRN-020,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-191,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0192,TRN-020-R02,GR-07,staff_learning_task,TRN-020,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-192,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0193,TRN-020-R03,GR-07,staff_learning_task,TRN-020,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-193,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0194,TRN-021-R01,GR-07,staff_learning_task,TRN-021,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-194,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0195,TRN-021-R02,GR-07,staff_learning_task,TRN-021,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-195,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0196,TRN-021-R03,GR-07,staff_learning_task,TRN-021,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-196,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0197,TRN-022-R01,GR-07,staff_learning_task,TRN-022,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-197,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0198,TRN-022-R02,GR-07,staff_learning_task,TRN-022,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-198,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0199,TRN-022-R03,GR-07,staff_learning_task,TRN-022,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-199,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0200,TRN-023-R01,GR-07,staff_learning_task,TRN-023,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-200,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0201,TRN-023-R02,GR-07,staff_learning_task,TRN-023,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-201,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0202,TRN-023-R03,GR-07,staff_learning_task,TRN-023,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-202,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0203,TRN-024-R01,GR-07,staff_learning_task,TRN-024,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-203,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0204,TRN-024-R02,GR-07,staff_learning_task,TRN-024,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-204,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0205,TRN-024-R03,GR-07,staff_learning_task,TRN-024,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-205,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0206,TRN-025-R01,GR-07,staff_learning_task,TRN-025,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-206,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0207,TRN-025-R02,GR-07,staff_learning_task,TRN-025,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-207,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0208,TRN-025-R03,GR-07,staff_learning_task,TRN-025,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-208,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0209,TRN-026-R01,GR-07,staff_learning_task,TRN-026,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-209,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0210,TRN-026-R02,GR-07,staff_learning_task,TRN-026,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-210,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0211,TRN-026-R03,GR-07,staff_learning_task,TRN-026,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-211,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0212,TRN-027-R01,GR-07,staff_learning_task,TRN-027,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-212,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0213,TRN-027-R02,GR-07,staff_learning_task,TRN-027,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-213,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0214,TRN-027-R03,GR-07,staff_learning_task,TRN-027,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-214,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0215,TRN-028-R01,GR-07,staff_learning_task,TRN-028,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-215,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0216,TRN-028-R02,GR-07,staff_learning_task,TRN-028,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-216,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0217,TRN-028-R03,GR-07,staff_learning_task,TRN-028,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-217,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0218,TRN-029-R01,GR-07,staff_learning_task,TRN-029,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,TEST-COMPLETE-CLOSURE-218,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0219,TRN-029-R02,GR-07,staff_learning_task,TRN-029,候选记录模板填写与更正规则,复核人员,pending,closed,TEST-COMPLETE-CLOSURE-219,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0220,TRN-029-R03,GR-07,staff_learning_task,TRN-029,候选记录模板填写与更正规则,文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-220,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0221,Q-001,GR-08,comprehension_question,质量手册,第五版候选稿目前能否直接替代第四版？,质量负责人；文件管理员；相关过程负责人,pending,closed,TEST-COMPLETE-CLOSURE-221,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0222,Q-002,GR-08,comprehension_question,资质状态,手册和培训材料中 CNAS 状态应如何表述？,质量负责人；文件管理员；相关过程负责人,pending,closed,TEST-COMPLETE-CLOSURE-222,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0223,Q-003,GR-08,comprehension_question,程序目录,当前程序目录基线是什么？,质量负责人；文件管理员；相关过程负责人,pending,closed,TEST-COMPLETE-CLOSURE-223,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0224,Q-004,GR-08,comprehension_question,05-02,XZTC/CX-05-02-2022 当前为什么不能直接当普通程序发布？,质量负责人；文件管理员；相关过程负责人,pending,closed,TEST-COMPLETE-CLOSURE-224,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0225,Q-005,GR-08,comprehension_question,记录模板,候选记录模板启用前至少要确认哪些字段问题？,质量负责人；文件管理员；相关过程负责人,pending,closed,TEST-COMPLETE-CLOSURE-225,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0226,Q-006,GR-08,comprehension_question,模拟试填,全量试填样表是否可以作为真实运行记录？,质量负责人；文件管理员；相关过程负责人,pending,closed,TEST-COMPLETE-CLOSURE-226,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0227,Q-007,GR-08,comprehension_question,质量手册修订,XZTC/SC 第五版候选稿为什么不能按新增同编号草稿直接写入？,质量负责人；文件管理员；相关过程负责人,pending,closed,TEST-COMPLETE-CLOSURE-227,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0228,Q-008,GR-08,comprehension_question,受控发布,文件批准后还需留下哪些发布证据？,质量负责人；文件管理员；相关过程负责人,pending,closed,TEST-COMPLETE-CLOSURE-228,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0229,Q-009,GR-08,comprehension_question,jewelry-qms,jewelry-qms 当前可否写入质量手册正文作为正式系统？,质量负责人；文件管理员；相关过程负责人,pending,closed,TEST-COMPLETE-CLOSURE-229,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0230,Q-010,GR-08,comprehension_question,LIMS 命令,真实 apply 的前置条件是什么？,质量负责人；文件管理员；相关过程负责人,pending,closed,TEST-COMPLETE-CLOSURE-230,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0231,Q-011,GR-08,comprehension_question,电子记录,LIMS/电子记录投入使用前应确认哪些方面？,质量负责人；文件管理员；相关过程负责人,pending,closed,TEST-COMPLETE-CLOSURE-231,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0232,Q-012,GR-08,comprehension_question,问题反馈,发现候选稿或模板问题时应如何回填？,质量负责人；文件管理员；相关过程负责人,pending,closed,TEST-COMPLETE-CLOSURE-232,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0233,FB-001,GR-09,feedback_closure,第五版候选手册正文事实错误或职责不匹配,10-质量手册第五版候选稿.md,待人工分配,pending,closed,TEST-COMPLETE-CLOSURE-233,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0234,FB-002,GR-09,feedback_closure,第四版到第五版修订说明需补充,11-第四版到第五版候选修订说明.md,待人工分配,pending,closed,TEST-COMPLETE-CLOSURE-234,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0235,FB-003,GR-09,feedback_closure,2022 程序目录或 05-02 归属有疑问,12-支持性程序目录-2022版.md,待人工分配,pending,closed,TEST-COMPLETE-CLOSURE-235,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0236,FB-004,GR-09,feedback_closure,候选记录模板字段需新增/删除/改名,record_template_field_catalog/02-字段级明细.csv,待人工分配,pending,closed,TEST-COMPLETE-CLOSURE-236,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0237,FB-005,GR-09,feedback_closure,保存期限、保密等级或保存位置待确认,record_template_field_catalog/02-字段级明细.csv,待人工分配,pending,closed,TEST-COMPLETE-CLOSURE-237,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0238,FB-006,GR-09,feedback_closure,质量手册修订/换版路径需调整,manual_revision_path_pack/04-人工决策闸门.csv,待人工分配,pending,closed,TEST-COMPLETE-CLOSURE-238,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0239,FB-007,GR-09,feedback_closure,受控发布、培训或旧版处置安排需调整,controlled_release_rehearsal/03-培训宣贯演练清单.csv,待人工分配,pending,closed,TEST-COMPLETE-CLOSURE-239,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0240,FB-008,GR-09,feedback_closure,jewelry-qms 试运行边界或系统字段需调整,14-jewelry-qms实施计划与验证方案.md,待人工分配,pending,closed,TEST-COMPLETE-CLOSURE-240,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0241,WRITE-PREVIEW-REVIEW,GR-10,write_preview_review,phase1,第一阶段 documents/record_form_templates/qms_sources 行级预览,系统管理员/文件管理员/质量负责人,pending,closed,TEST-COMPLETE-CLOSURE-241,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0242,STG2-BLOCK-001,GR-11,stage2_structured_review,manual_v5_candidate_4_1,manual_v5_candidate_4_1,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-242,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0243,STG2-BLOCK-002,GR-11,stage2_structured_review,manual_v5_candidate_4_2,manual_v5_candidate_4_2,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-243,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0244,STG2-BLOCK-003,GR-11,stage2_structured_review,manual_v5_candidate_5,manual_v5_candidate_5,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-244,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0245,STG2-BLOCK-004,GR-11,stage2_structured_review,manual_v5_candidate_6_1,manual_v5_candidate_6_1,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-245,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0246,STG2-BLOCK-005,GR-11,stage2_structured_review,manual_v5_candidate_6_2,manual_v5_candidate_6_2,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-246,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0247,STG2-BLOCK-006,GR-11,stage2_structured_review,manual_v5_candidate_6_3,manual_v5_candidate_6_3,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-247,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0248,STG2-BLOCK-007,GR-11,stage2_structured_review,manual_v5_candidate_6_4,manual_v5_candidate_6_4,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-248,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0249,STG2-BLOCK-008,GR-11,stage2_structured_review,manual_v5_candidate_6_5,manual_v5_candidate_6_5,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-249,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0250,STG2-BLOCK-009,GR-11,stage2_structured_review,manual_v5_candidate_6_6,manual_v5_candidate_6_6,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-250,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0251,STG2-BLOCK-010,GR-11,stage2_structured_review,manual_v5_candidate_7_1,manual_v5_candidate_7_1,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-251,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0252,STG2-BLOCK-011,GR-11,stage2_structured_review,manual_v5_candidate_7_2,manual_v5_candidate_7_2,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-252,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0253,STG2-BLOCK-012,GR-11,stage2_structured_review,manual_v5_candidate_7_3,manual_v5_candidate_7_3,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-253,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0254,STG2-BLOCK-013,GR-11,stage2_structured_review,manual_v5_candidate_7_4,manual_v5_candidate_7_4,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-254,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0255,STG2-BLOCK-014,GR-11,stage2_structured_review,manual_v5_candidate_7_5,manual_v5_candidate_7_5,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-255,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0256,STG2-BLOCK-015,GR-11,stage2_structured_review,manual_v5_candidate_7_6,manual_v5_candidate_7_6,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-256,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0257,STG2-BLOCK-016,GR-11,stage2_structured_review,manual_v5_candidate_7_7,manual_v5_candidate_7_7,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-257,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0258,STG2-BLOCK-017,GR-11,stage2_structured_review,manual_v5_candidate_7_8,manual_v5_candidate_7_8,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-258,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0259,STG2-BLOCK-018,GR-11,stage2_structured_review,manual_v5_candidate_7_9,manual_v5_candidate_7_9,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-259,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0260,STG2-BLOCK-019,GR-11,stage2_structured_review,manual_v5_candidate_7_10,manual_v5_candidate_7_10,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-260,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0261,STG2-BLOCK-020,GR-11,stage2_structured_review,manual_v5_candidate_7_11,manual_v5_candidate_7_11,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-261,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0262,STG2-BLOCK-021,GR-11,stage2_structured_review,manual_v5_candidate_8_1,manual_v5_candidate_8_1,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-262,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
