closure_item_id,source_task_id,gate_id,task_group,object_code,object_name,owner_role,source_current_status,proposed_closure_status,normalized_closure_status,closure_evidence_reference,evidence_template_reference,evidence_owner,evidence_date,evidence_result,closure_comment,reviewer,review_date,preview_result,will_remain_blocking,issue,required_evidence,not_imported
GC-0213,TRN-027-R02,GR-07,staff_learning_task,TRN-027,候选记录模板填写与更正规则,复核人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-213,TEST-COMPLETE-TEMPLATE-213,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0214,TRN-027-R03,GR-07,staff_learning_task,TRN-027,候选记录模板填写与更正规则,文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-214,TEST-COMPLETE-TEMPLATE-214,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0215,TRN-028-R01,GR-07,staff_learning_task,TRN-028,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-215,TEST-COMPLETE-TEMPLATE-215,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0216,TRN-028-R02,GR-07,staff_learning_task,TRN-028,候选记录模板填写与更正规则,复核人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-216,TEST-COMPLETE-TEMPLATE-216,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0217,TRN-028-R03,GR-07,staff_learning_task,TRN-028,候选记录模板填写与更正规则,文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-217,TEST-COMPLETE-TEMPLATE-217,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0218,TRN-029-R01,GR-07,staff_learning_task,TRN-029,候选记录模板填写与更正规则,对应过程填写人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-218,TEST-COMPLETE-TEMPLATE-218,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0219,TRN-029-R02,GR-07,staff_learning_task,TRN-029,候选记录模板填写与更正规则,复核人员,pending,closed,closed,TEST-COMPLETE-PREVIEW-219,TEST-COMPLETE-TEMPLATE-219,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0220,TRN-029-R03,GR-07,staff_learning_task,TRN-029,候选记录模板填写与更正规则,文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-220,TEST-COMPLETE-TEMPLATE-220,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,模板填写说明、试填反馈、签核与保存规则确认,yes
GC-0221,Q-001,GR-08,comprehension_question,质量手册,第五版候选稿目前能否直接替代第四版？,质量负责人；文件管理员；相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-221,TEST-COMPLETE-TEMPLATE-221,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,应回答不能；需人工评审、批准、生效、发放、宣贯和旧版作废。,yes
GC-0222,Q-002,GR-08,comprehension_question,资质状态,手册和培训材料中 CNAS 状态应如何表述？,质量负责人；文件管理员；相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-222,TEST-COMPLETE-TEMPLATE-222,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,应回答已取得 CMA，CNAS 申请中；不得写已取得 CNAS。,yes
GC-0223,Q-003,GR-08,comprehension_question,程序目录,当前程序目录基线是什么？,质量负责人；文件管理员；相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-223,TEST-COMPLETE-TEMPLATE-223,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,应回答以 LIMS 当前导出的 2022 程序清单为现行目录。,yes
GC-0224,Q-004,GR-08,comprehension_question,05-02,XZTC/CX-05-02-2022 当前为什么不能直接当普通程序发布？,质量负责人；文件管理员；相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-224,TEST-COMPLETE-TEMPLATE-224,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,应回答其为编号附件/表单归属待判定项，需确认是程序附件、记录模板或其他处置。,yes
GC-0225,Q-005,GR-08,comprehension_question,记录模板,候选记录模板启用前至少要确认哪些字段问题？,质量负责人；文件管理员；相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-225,TEST-COMPLETE-TEMPLATE-225,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,应回答字段含义、必填性、填写责任、复核、保存期限、保密等级和更正规则。,yes
GC-0226,Q-006,GR-08,comprehension_question,模拟试填,全量试填样表是否可以作为真实运行记录？,质量负责人；文件管理员；相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-226,TEST-COMPLETE-TEMPLATE-226,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,应回答不能；带 SIMULATED_TRIAL_NOT_REAL_RECORD 标识。,yes
GC-0227,Q-007,GR-08,comprehension_question,质量手册修订,XZTC/SC 第五版候选稿为什么不能按新增同编号草稿直接写入？,质量负责人；文件管理员；相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-227,TEST-COMPLETE-TEMPLATE-227,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,应回答 LIMS 已存在同编号 published 受控文件，应走既有文件修订/换版路径。,yes
GC-0228,Q-008,GR-08,comprehension_question,受控发布,文件批准后还需留下哪些发布证据？,质量负责人；文件管理员；相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-228,TEST-COMPLETE-TEMPLATE-228,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,应回答审批签核、发放范围、培训宣贯、旧版作废回收、实施有效性检查等。,yes
GC-0229,Q-009,GR-08,comprehension_question,jewelry-qms,jewelry-qms 当前可否写入质量手册正文作为正式系统？,质量负责人；文件管理员；相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-229,TEST-COMPLETE-TEMPLATE-229,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,应回答不能；目前只进入实施计划、试运行和治理准备材料。,yes
GC-0230,Q-010,GR-08,comprehension_question,LIMS 命令,真实 apply 的前置条件是什么？,质量负责人；文件管理员；相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-230,TEST-COMPLETE-TEMPLATE-230,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,应回答需人工评审包全部通过、ack、相关包校验通过和用户明确授权。,yes
GC-0231,Q-011,GR-08,comprehension_question,电子记录,LIMS/电子记录投入使用前应确认哪些方面？,质量负责人；文件管理员；相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-231,TEST-COMPLETE-TEMPLATE-231,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,应回答权限、审计追踪、备份恢复、数据完整性、适用性确认和更正留痕。,yes
GC-0232,Q-012,GR-08,comprehension_question,问题反馈,发现候选稿或模板问题时应如何回填？,质量负责人；文件管理员；相关过程负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-232,TEST-COMPLETE-TEMPLATE-232,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,应回答先进入反馈/决策预览，不直接改受控文件或写库。,yes
GC-0233,FB-001,GR-09,feedback_closure,第五版候选手册正文事实错误或职责不匹配,10-质量手册第五版候选稿.md,待人工分配,pending,closed,closed,TEST-COMPLETE-PREVIEW-233,TEST-COMPLETE-TEMPLATE-233,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,,yes
GC-0234,FB-002,GR-09,feedback_closure,第四版到第五版修订说明需补充,11-第四版到第五版候选修订说明.md,待人工分配,pending,closed,closed,TEST-COMPLETE-PREVIEW-234,TEST-COMPLETE-TEMPLATE-234,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,,yes
GC-0235,FB-003,GR-09,feedback_closure,2022 程序目录或 05-02 归属有疑问,12-支持性程序目录-2022版.md,待人工分配,pending,closed,closed,TEST-COMPLETE-PREVIEW-235,TEST-COMPLETE-TEMPLATE-235,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,,yes
GC-0236,FB-004,GR-09,feedback_closure,候选记录模板字段需新增/删除/改名,record_template_field_catalog/02-字段级明细.csv,待人工分配,pending,closed,closed,TEST-COMPLETE-PREVIEW-236,TEST-COMPLETE-TEMPLATE-236,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,,yes
GC-0237,FB-005,GR-09,feedback_closure,保存期限、保密等级或保存位置待确认,record_template_field_catalog/02-字段级明细.csv,待人工分配,pending,closed,closed,TEST-COMPLETE-PREVIEW-237,TEST-COMPLETE-TEMPLATE-237,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,,yes
GC-0238,FB-006,GR-09,feedback_closure,质量手册修订/换版路径需调整,manual_revision_path_pack/04-人工决策闸门.csv,待人工分配,pending,closed,closed,TEST-COMPLETE-PREVIEW-238,TEST-COMPLETE-TEMPLATE-238,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,,yes
GC-0239,FB-007,GR-09,feedback_closure,受控发布、培训或旧版处置安排需调整,controlled_release_rehearsal/03-培训宣贯演练清单.csv,待人工分配,pending,closed,closed,TEST-COMPLETE-PREVIEW-239,TEST-COMPLETE-TEMPLATE-239,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,,yes
GC-0240,FB-008,GR-09,feedback_closure,jewelry-qms 试运行边界或系统字段需调整,14-jewelry-qms实施计划与验证方案.md,待人工分配,pending,closed,closed,TEST-COMPLETE-PREVIEW-240,TEST-COMPLETE-TEMPLATE-240,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,,yes
GC-0241,WRITE-PREVIEW-REVIEW,GR-10,write_preview_review,phase1,第一阶段 documents/record_form_templates/qms_sources 行级预览,系统管理员/文件管理员/质量负责人,pending,closed,closed,TEST-COMPLETE-PREVIEW-241,TEST-COMPLETE-TEMPLATE-241,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,46/47 号报告、write_preview_manifest.json 和三张预览 CSV,yes
GC-0242,STG2-BLOCK-001,GR-11,stage2_structured_review,manual_v5_candidate_4_1,manual_v5_candidate_4_1,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-242,TEST-COMPLETE-TEMPLATE-242,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0243,STG2-BLOCK-002,GR-11,stage2_structured_review,manual_v5_candidate_4_2,manual_v5_candidate_4_2,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-243,TEST-COMPLETE-TEMPLATE-243,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0244,STG2-BLOCK-003,GR-11,stage2_structured_review,manual_v5_candidate_5,manual_v5_candidate_5,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-244,TEST-COMPLETE-TEMPLATE-244,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0245,STG2-BLOCK-004,GR-11,stage2_structured_review,manual_v5_candidate_6_1,manual_v5_candidate_6_1,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-245,TEST-COMPLETE-TEMPLATE-245,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0246,STG2-BLOCK-005,GR-11,stage2_structured_review,manual_v5_candidate_6_2,manual_v5_candidate_6_2,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-246,TEST-COMPLETE-TEMPLATE-246,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0247,STG2-BLOCK-006,GR-11,stage2_structured_review,manual_v5_candidate_6_3,manual_v5_candidate_6_3,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-247,TEST-COMPLETE-TEMPLATE-247,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0248,STG2-BLOCK-007,GR-11,stage2_structured_review,manual_v5_candidate_6_4,manual_v5_candidate_6_4,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-248,TEST-COMPLETE-TEMPLATE-248,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0249,STG2-BLOCK-008,GR-11,stage2_structured_review,manual_v5_candidate_6_5,manual_v5_candidate_6_5,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-249,TEST-COMPLETE-TEMPLATE-249,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0250,STG2-BLOCK-009,GR-11,stage2_structured_review,manual_v5_candidate_6_6,manual_v5_candidate_6_6,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-250,TEST-COMPLETE-TEMPLATE-250,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0251,STG2-BLOCK-010,GR-11,stage2_structured_review,manual_v5_candidate_7_1,manual_v5_candidate_7_1,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-251,TEST-COMPLETE-TEMPLATE-251,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0252,STG2-BLOCK-011,GR-11,stage2_structured_review,manual_v5_candidate_7_2,manual_v5_candidate_7_2,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-252,TEST-COMPLETE-TEMPLATE-252,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0253,STG2-BLOCK-012,GR-11,stage2_structured_review,manual_v5_candidate_7_3,manual_v5_candidate_7_3,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-253,TEST-COMPLETE-TEMPLATE-253,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0254,STG2-BLOCK-013,GR-11,stage2_structured_review,manual_v5_candidate_7_4,manual_v5_candidate_7_4,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-254,TEST-COMPLETE-TEMPLATE-254,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0255,STG2-BLOCK-014,GR-11,stage2_structured_review,manual_v5_candidate_7_5,manual_v5_candidate_7_5,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-255,TEST-COMPLETE-TEMPLATE-255,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0256,STG2-BLOCK-015,GR-11,stage2_structured_review,manual_v5_candidate_7_6,manual_v5_candidate_7_6,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-256,TEST-COMPLETE-TEMPLATE-256,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0257,STG2-BLOCK-016,GR-11,stage2_structured_review,manual_v5_candidate_7_7,manual_v5_candidate_7_7,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-257,TEST-COMPLETE-TEMPLATE-257,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0258,STG2-BLOCK-017,GR-11,stage2_structured_review,manual_v5_candidate_7_8,manual_v5_candidate_7_8,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-258,TEST-COMPLETE-TEMPLATE-258,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0259,STG2-BLOCK-018,GR-11,stage2_structured_review,manual_v5_candidate_7_9,manual_v5_candidate_7_9,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-259,TEST-COMPLETE-TEMPLATE-259,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0260,STG2-BLOCK-019,GR-11,stage2_structured_review,manual_v5_candidate_7_10,manual_v5_candidate_7_10,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-260,TEST-COMPLETE-TEMPLATE-260,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0261,STG2-BLOCK-020,GR-11,stage2_structured_review,manual_v5_candidate_7_11,manual_v5_candidate_7_11,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-261,TEST-COMPLETE-TEMPLATE-261,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0262,STG2-BLOCK-021,GR-11,stage2_structured_review,manual_v5_candidate_8_1,manual_v5_candidate_8_1,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-262,TEST-COMPLETE-TEMPLATE-262,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0263,STG2-BLOCK-022,GR-11,stage2_structured_review,manual_v5_candidate_8_2,manual_v5_candidate_8_2,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-263,TEST-COMPLETE-TEMPLATE-263,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0264,STG2-BLOCK-023,GR-11,stage2_structured_review,manual_v5_candidate_8_3,manual_v5_candidate_8_3,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-264,TEST-COMPLETE-TEMPLATE-264,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0265,STG2-BLOCK-024,GR-11,stage2_structured_review,manual_v5_candidate_8_4,manual_v5_candidate_8_4,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-265,TEST-COMPLETE-TEMPLATE-265,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0266,STG2-BLOCK-025,GR-11,stage2_structured_review,manual_v5_candidate_8_5,manual_v5_candidate_8_5,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-266,TEST-COMPLETE-TEMPLATE-266,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0267,STG2-BLOCK-026,GR-11,stage2_structured_review,manual_v5_candidate_8_6,manual_v5_candidate_8_6,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-267,TEST-COMPLETE-TEMPLATE-267,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0268,STG2-BLOCK-027,GR-11,stage2_structured_review,manual_v5_candidate_8_7,manual_v5_candidate_8_7,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-268,TEST-COMPLETE-TEMPLATE-268,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0269,STG2-BLOCK-028,GR-11,stage2_structured_review,manual_v5_candidate_8_8,manual_v5_candidate_8_8,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-269,TEST-COMPLETE-TEMPLATE-269,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0270,STG2-BLOCK-029,GR-11,stage2_structured_review,manual_v5_candidate_8_9,manual_v5_candidate_8_9,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-270,TEST-COMPLETE-TEMPLATE-270,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认条款块标题、类型、排序、来源和后续生效条件。,yes
GC-0271,STG2-LINK-001,GR-11,stage2_structured_review,XZTC/CX-07-02-2022,manual_v5_candidate_4_1->procedure_document:XZTC/CX-07-02-2022,质量负责人/技术负责人/文件管理员,pending,closed,closed,TEST-COMPLETE-PREVIEW-271,TEST-COMPLETE-TEMPLATE-271,测试审核人,2026-07-08,accepted,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted_for_preview,no,,确认该程序确实支撑本手册条款，且仍为 LIMS 当前 2022 现行程序。,yes
