task_id,gate_id,task_group,object_code,object_name,owner_role,source_current_status,closure_preview_result,refreshed_task_status,accepted_for_refresh,blocking_before_refresh,blocking_after_refresh,closure_evidence_reference,evidence_template_reference,source_path,not_imported,not_real_record
TRN-016-R02,GR-07,staff_learning_task,TRN-016,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-180,TEST-COMPLETE-TEMPLATE-180,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-016-R03,GR-07,staff_learning_task,TRN-016,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-181,TEST-COMPLETE-TEMPLATE-181,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-017-R01,GR-07,staff_learning_task,TRN-017,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-182,TEST-COMPLETE-TEMPLATE-182,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-017-R02,GR-07,staff_learning_task,TRN-017,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-183,TEST-COMPLETE-TEMPLATE-183,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-017-R03,GR-07,staff_learning_task,TRN-017,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-184,TEST-COMPLETE-TEMPLATE-184,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-018-R01,GR-07,staff_learning_task,TRN-018,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-185,TEST-COMPLETE-TEMPLATE-185,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-018-R02,GR-07,staff_learning_task,TRN-018,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-186,TEST-COMPLETE-TEMPLATE-186,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-018-R03,GR-07,staff_learning_task,TRN-018,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-187,TEST-COMPLETE-TEMPLATE-187,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-019-R01,GR-07,staff_learning_task,TRN-019,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-188,TEST-COMPLETE-TEMPLATE-188,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-019-R02,GR-07,staff_learning_task,TRN-019,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-189,TEST-COMPLETE-TEMPLATE-189,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-019-R03,GR-07,staff_learning_task,TRN-019,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-190,TEST-COMPLETE-TEMPLATE-190,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-020-R01,GR-07,staff_learning_task,TRN-020,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-191,TEST-COMPLETE-TEMPLATE-191,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-020-R02,GR-07,staff_learning_task,TRN-020,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-192,TEST-COMPLETE-TEMPLATE-192,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-020-R03,GR-07,staff_learning_task,TRN-020,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-193,TEST-COMPLETE-TEMPLATE-193,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-021-R01,GR-07,staff_learning_task,TRN-021,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-194,TEST-COMPLETE-TEMPLATE-194,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-021-R02,GR-07,staff_learning_task,TRN-021,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-195,TEST-COMPLETE-TEMPLATE-195,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-021-R03,GR-07,staff_learning_task,TRN-021,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-196,TEST-COMPLETE-TEMPLATE-196,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-022-R01,GR-07,staff_learning_task,TRN-022,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-197,TEST-COMPLETE-TEMPLATE-197,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-022-R02,GR-07,staff_learning_task,TRN-022,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-198,TEST-COMPLETE-TEMPLATE-198,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-022-R03,GR-07,staff_learning_task,TRN-022,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-199,TEST-COMPLETE-TEMPLATE-199,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-023-R01,GR-07,staff_learning_task,TRN-023,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-200,TEST-COMPLETE-TEMPLATE-200,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-023-R02,GR-07,staff_learning_task,TRN-023,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-201,TEST-COMPLETE-TEMPLATE-201,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-023-R03,GR-07,staff_learning_task,TRN-023,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-202,TEST-COMPLETE-TEMPLATE-202,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-024-R01,GR-07,staff_learning_task,TRN-024,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-203,TEST-COMPLETE-TEMPLATE-203,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-024-R02,GR-07,staff_learning_task,TRN-024,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-204,TEST-COMPLETE-TEMPLATE-204,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-024-R03,GR-07,staff_learning_task,TRN-024,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-205,TEST-COMPLETE-TEMPLATE-205,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-025-R01,GR-07,staff_learning_task,TRN-025,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-206,TEST-COMPLETE-TEMPLATE-206,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-025-R02,GR-07,staff_learning_task,TRN-025,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-207,TEST-COMPLETE-TEMPLATE-207,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-025-R03,GR-07,staff_learning_task,TRN-025,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-208,TEST-COMPLETE-TEMPLATE-208,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-026-R01,GR-07,staff_learning_task,TRN-026,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-209,TEST-COMPLETE-TEMPLATE-209,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-026-R02,GR-07,staff_learning_task,TRN-026,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-210,TEST-COMPLETE-TEMPLATE-210,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-026-R03,GR-07,staff_learning_task,TRN-026,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-211,TEST-COMPLETE-TEMPLATE-211,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-027-R01,GR-07,staff_learning_task,TRN-027,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-212,TEST-COMPLETE-TEMPLATE-212,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-027-R02,GR-07,staff_learning_task,TRN-027,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-213,TEST-COMPLETE-TEMPLATE-213,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-027-R03,GR-07,staff_learning_task,TRN-027,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-214,TEST-COMPLETE-TEMPLATE-214,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-028-R01,GR-07,staff_learning_task,TRN-028,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-215,TEST-COMPLETE-TEMPLATE-215,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-028-R02,GR-07,staff_learning_task,TRN-028,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-216,TEST-COMPLETE-TEMPLATE-216,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-028-R03,GR-07,staff_learning_task,TRN-028,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-217,TEST-COMPLETE-TEMPLATE-217,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-029-R01,GR-07,staff_learning_task,TRN-029,候选记录模板填写与更正规则,对应过程填写人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-218,TEST-COMPLETE-TEMPLATE-218,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-029-R02,GR-07,staff_learning_task,TRN-029,候选记录模板填写与更正规则,复核人员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-219,TEST-COMPLETE-TEMPLATE-219,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
TRN-029-R03,GR-07,staff_learning_task,TRN-029,候选记录模板填写与更正规则,文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-220,TEST-COMPLETE-TEMPLATE-220,staff_training_implementation_pack/01-岗位学习任务矩阵.csv,yes,yes
Q-001,GR-08,comprehension_question,质量手册,第五版候选稿目前能否直接替代第四版？,质量负责人；文件管理员；相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-221,TEST-COMPLETE-TEMPLATE-221,staff_training_implementation_pack/03-理解确认题库.csv,yes,yes
Q-002,GR-08,comprehension_question,资质状态,手册和培训材料中 CNAS 状态应如何表述？,质量负责人；文件管理员；相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-222,TEST-COMPLETE-TEMPLATE-222,staff_training_implementation_pack/03-理解确认题库.csv,yes,yes
Q-003,GR-08,comprehension_question,程序目录,当前程序目录基线是什么？,质量负责人；文件管理员；相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-223,TEST-COMPLETE-TEMPLATE-223,staff_training_implementation_pack/03-理解确认题库.csv,yes,yes
Q-004,GR-08,comprehension_question,05-02,XZTC/CX-05-02-2022 当前为什么不能直接当普通程序发布？,质量负责人；文件管理员；相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-224,TEST-COMPLETE-TEMPLATE-224,staff_training_implementation_pack/03-理解确认题库.csv,yes,yes
Q-005,GR-08,comprehension_question,记录模板,候选记录模板启用前至少要确认哪些字段问题？,质量负责人；文件管理员；相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-225,TEST-COMPLETE-TEMPLATE-225,staff_training_implementation_pack/03-理解确认题库.csv,yes,yes
Q-006,GR-08,comprehension_question,模拟试填,全量试填样表是否可以作为真实运行记录？,质量负责人；文件管理员；相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-226,TEST-COMPLETE-TEMPLATE-226,staff_training_implementation_pack/03-理解确认题库.csv,yes,yes
Q-007,GR-08,comprehension_question,质量手册修订,XZTC/SC 第五版候选稿为什么不能按新增同编号草稿直接写入？,质量负责人；文件管理员；相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-227,TEST-COMPLETE-TEMPLATE-227,staff_training_implementation_pack/03-理解确认题库.csv,yes,yes
Q-008,GR-08,comprehension_question,受控发布,文件批准后还需留下哪些发布证据？,质量负责人；文件管理员；相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-228,TEST-COMPLETE-TEMPLATE-228,staff_training_implementation_pack/03-理解确认题库.csv,yes,yes
Q-009,GR-08,comprehension_question,jewelry-qms,jewelry-qms 当前可否写入质量手册正文作为正式系统？,质量负责人；文件管理员；相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-229,TEST-COMPLETE-TEMPLATE-229,staff_training_implementation_pack/03-理解确认题库.csv,yes,yes
Q-010,GR-08,comprehension_question,LIMS 命令,真实 apply 的前置条件是什么？,质量负责人；文件管理员；相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-230,TEST-COMPLETE-TEMPLATE-230,staff_training_implementation_pack/03-理解确认题库.csv,yes,yes
Q-011,GR-08,comprehension_question,电子记录,LIMS/电子记录投入使用前应确认哪些方面？,质量负责人；文件管理员；相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-231,TEST-COMPLETE-TEMPLATE-231,staff_training_implementation_pack/03-理解确认题库.csv,yes,yes
Q-012,GR-08,comprehension_question,问题反馈,发现候选稿或模板问题时应如何回填？,质量负责人；文件管理员；相关过程负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-232,TEST-COMPLETE-TEMPLATE-232,staff_training_implementation_pack/03-理解确认题库.csv,yes,yes
FB-001,GR-09,feedback_closure,第五版候选手册正文事实错误或职责不匹配,10-质量手册第五版候选稿.md,待人工分配,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-233,TEST-COMPLETE-TEMPLATE-233,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,yes,yes
FB-002,GR-09,feedback_closure,第四版到第五版修订说明需补充,11-第四版到第五版候选修订说明.md,待人工分配,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-234,TEST-COMPLETE-TEMPLATE-234,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,yes,yes
FB-003,GR-09,feedback_closure,2022 程序目录或 05-02 归属有疑问,12-支持性程序目录-2022版.md,待人工分配,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-235,TEST-COMPLETE-TEMPLATE-235,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,yes,yes
FB-004,GR-09,feedback_closure,候选记录模板字段需新增/删除/改名,record_template_field_catalog/02-字段级明细.csv,待人工分配,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-236,TEST-COMPLETE-TEMPLATE-236,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,yes,yes
FB-005,GR-09,feedback_closure,保存期限、保密等级或保存位置待确认,record_template_field_catalog/02-字段级明细.csv,待人工分配,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-237,TEST-COMPLETE-TEMPLATE-237,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,yes,yes
FB-006,GR-09,feedback_closure,质量手册修订/换版路径需调整,manual_revision_path_pack/04-人工决策闸门.csv,待人工分配,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-238,TEST-COMPLETE-TEMPLATE-238,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,yes,yes
FB-007,GR-09,feedback_closure,受控发布、培训或旧版处置安排需调整,controlled_release_rehearsal/03-培训宣贯演练清单.csv,待人工分配,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-239,TEST-COMPLETE-TEMPLATE-239,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,yes,yes
FB-008,GR-09,feedback_closure,jewelry-qms 试运行边界或系统字段需调整,14-jewelry-qms实施计划与验证方案.md,待人工分配,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-240,TEST-COMPLETE-TEMPLATE-240,staff_training_implementation_pack/04-问题反馈与修订回填模板.csv,yes,yes
WRITE-PREVIEW-REVIEW,GR-10,write_preview_review,phase1,第一阶段 documents/record_form_templates/qms_sources 行级预览,系统管理员/文件管理员/质量负责人,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-241,TEST-COMPLETE-TEMPLATE-241,lims_write_preview_package/write_preview_manifest.json,yes,yes
STG2-BLOCK-001,GR-11,stage2_structured_review,manual_v5_candidate_4_1,manual_v5_candidate_4_1,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-242,TEST-COMPLETE-TEMPLATE-242,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-002,GR-11,stage2_structured_review,manual_v5_candidate_4_2,manual_v5_candidate_4_2,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-243,TEST-COMPLETE-TEMPLATE-243,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-003,GR-11,stage2_structured_review,manual_v5_candidate_5,manual_v5_candidate_5,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-244,TEST-COMPLETE-TEMPLATE-244,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-004,GR-11,stage2_structured_review,manual_v5_candidate_6_1,manual_v5_candidate_6_1,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-245,TEST-COMPLETE-TEMPLATE-245,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-005,GR-11,stage2_structured_review,manual_v5_candidate_6_2,manual_v5_candidate_6_2,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-246,TEST-COMPLETE-TEMPLATE-246,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-006,GR-11,stage2_structured_review,manual_v5_candidate_6_3,manual_v5_candidate_6_3,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-247,TEST-COMPLETE-TEMPLATE-247,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-007,GR-11,stage2_structured_review,manual_v5_candidate_6_4,manual_v5_candidate_6_4,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-248,TEST-COMPLETE-TEMPLATE-248,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-008,GR-11,stage2_structured_review,manual_v5_candidate_6_5,manual_v5_candidate_6_5,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-249,TEST-COMPLETE-TEMPLATE-249,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-009,GR-11,stage2_structured_review,manual_v5_candidate_6_6,manual_v5_candidate_6_6,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-250,TEST-COMPLETE-TEMPLATE-250,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-010,GR-11,stage2_structured_review,manual_v5_candidate_7_1,manual_v5_candidate_7_1,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-251,TEST-COMPLETE-TEMPLATE-251,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-011,GR-11,stage2_structured_review,manual_v5_candidate_7_2,manual_v5_candidate_7_2,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-252,TEST-COMPLETE-TEMPLATE-252,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-012,GR-11,stage2_structured_review,manual_v5_candidate_7_3,manual_v5_candidate_7_3,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-253,TEST-COMPLETE-TEMPLATE-253,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-013,GR-11,stage2_structured_review,manual_v5_candidate_7_4,manual_v5_candidate_7_4,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-254,TEST-COMPLETE-TEMPLATE-254,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-014,GR-11,stage2_structured_review,manual_v5_candidate_7_5,manual_v5_candidate_7_5,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-255,TEST-COMPLETE-TEMPLATE-255,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-015,GR-11,stage2_structured_review,manual_v5_candidate_7_6,manual_v5_candidate_7_6,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-256,TEST-COMPLETE-TEMPLATE-256,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-016,GR-11,stage2_structured_review,manual_v5_candidate_7_7,manual_v5_candidate_7_7,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-257,TEST-COMPLETE-TEMPLATE-257,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-017,GR-11,stage2_structured_review,manual_v5_candidate_7_8,manual_v5_candidate_7_8,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-258,TEST-COMPLETE-TEMPLATE-258,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-018,GR-11,stage2_structured_review,manual_v5_candidate_7_9,manual_v5_candidate_7_9,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-259,TEST-COMPLETE-TEMPLATE-259,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-019,GR-11,stage2_structured_review,manual_v5_candidate_7_10,manual_v5_candidate_7_10,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-260,TEST-COMPLETE-TEMPLATE-260,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-020,GR-11,stage2_structured_review,manual_v5_candidate_7_11,manual_v5_candidate_7_11,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-261,TEST-COMPLETE-TEMPLATE-261,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-021,GR-11,stage2_structured_review,manual_v5_candidate_8_1,manual_v5_candidate_8_1,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-262,TEST-COMPLETE-TEMPLATE-262,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-022,GR-11,stage2_structured_review,manual_v5_candidate_8_2,manual_v5_candidate_8_2,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-263,TEST-COMPLETE-TEMPLATE-263,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-023,GR-11,stage2_structured_review,manual_v5_candidate_8_3,manual_v5_candidate_8_3,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-264,TEST-COMPLETE-TEMPLATE-264,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-024,GR-11,stage2_structured_review,manual_v5_candidate_8_4,manual_v5_candidate_8_4,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-265,TEST-COMPLETE-TEMPLATE-265,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-025,GR-11,stage2_structured_review,manual_v5_candidate_8_5,manual_v5_candidate_8_5,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-266,TEST-COMPLETE-TEMPLATE-266,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-026,GR-11,stage2_structured_review,manual_v5_candidate_8_6,manual_v5_candidate_8_6,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-267,TEST-COMPLETE-TEMPLATE-267,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
STG2-BLOCK-027,GR-11,stage2_structured_review,manual_v5_candidate_8_7,manual_v5_candidate_8_7,质量负责人/技术负责人/文件管理员,pending,accepted_for_preview,closed,yes,no,no,TEST-COMPLETE-REFRESH-268,TEST-COMPLETE-TEMPLATE-268,stage2_structured_review_workbench/05-人工复核意见回填模板.csv,yes,yes
